Image,mean_l,mean_a,mean_b,std_l,std_a,std_b,skew_l,skew_a,skew_b,label
AAA1,16.022809965885163,1.0980726278364472,-0.2582710763250752,35.236131131237,2.877286945499769,1.400232740597223,1.777562097131171,3.1306430450475107,-2.4981876250292183,normal
AAB1,18.84932812502845,1.7523983719713387,-0.3377495983926701,37.07430612828503,3.9344782092289057,1.3435853106660194,1.487315108505673,2.393426964533622,-2.2703516590953092,abnormal
AAC1,19.90604616323099,5.756381227315571,1.9277652413487896,34.348005115341095,9.802689213526595,3.5349888339484328,1.1762198612607437,1.2927815322046337,1.7462709985336384,abnormal
AAD1,17.926753214189244,4.025589173402005,0.5899585429910432,34.560425440620804,8.224692550195691,1.9271429480806979,1.4398018773476222,1.8651320999046181,2.425177097764499,abnormal
AAE1,18.39087403208834,1.3981671686005992,0.9049041679015055,36.842082955200866,3.458787052689593,2.450887140036762,1.5265911451223488,2.78493167241545,3.271559070285332,abnormal
AAF1,29.333458532431294,1.4275065728036316,7.509736075766663,41.70210274911015,3.0758371403792633,11.373738403798978,0.7444791249608916,1.4473384326939995,1.0406458072287936,abnormal
AAG1,9.724438099661734,2.6446693209547263,0.9578764712912193,26.106536858717554,7.0024799728506535,2.9776994575253495,2.3830453655387367,2.7256249450934185,3.605717511620662,normal
AAH1,15.468200391527683,0.9610772117668878,1.744202808914998,34.138465903585896,2.7259661292220225,4.163032832151385,1.789694403699793,3.012982537168921,2.3712124772318606,abnormal
AAI1,19.97097222586519,2.85989103053836,-0.5958112482293344,37.10655078431372,5.518218966342797,2.0341428499229726,1.3591127572375015,1.8259801806482685,-2.187767537014902,abnormal
AAK1,2.6582117384502917,0.31814604528867185,0.153450673814838,14.779804549838039,1.6565292712701174,0.9899936022733546,5.64746140994487,7.0521162804092254,7.476778228895123,normal
AAL1,18.46584344455207,2.4555702197169444,-0.2767209069001826,36.037722950469295,4.992856569620202,1.5540321442886764,1.48337042645728,2.1168965808708347,-2.8656906576841217,abnormal
AAM1,15.487834884959854,3.645453820807672,-1.9597038197967633,33.21424651828173,8.284415197508329,4.784741876006635,1.7202113529469574,2.369909527177479,-2.6886047375090283,abnormal
AAN1,31.1649561456224,1.7429944088254343,-0.8257964489720065,44.694370511560074,3.1538598029588507,1.747353492394461,0.7564588064019889,1.8941171089508477,-2.0883943193212984,abnormal
AAO1,19.116323103128767,5.146515968384268,-2.573796649804302,35.686286316731426,10.100868523346568,5.093686029711298,1.3606379253359977,1.7168667781767624,-1.7147095452420278,abnormal
AAQ1,4.138317837464239,0.5466587780916511,-0.3203177951347215,18.890208291913712,2.729845066209366,1.649386794802827,4.440815565393321,6.601008945872622,-6.8358057091363,abnormal
AAR1,13.783764873535675,1.688189962592217,2.15899310714101,31.716770538286152,4.239042055164674,5.591903542425865,1.9211049408091985,2.727895465366272,2.5481683807655786,abnormal
AAS1,4.3585189635007975,0.3739180826793668,0.26659153584713763,19.203888877621637,1.8524012176429545,1.4445711716775922,4.318451532695817,6.931888269711122,6.665365810466673,normal
AAT1,4.916173362370923,0.43932945807558965,0.10435861430118581,20.512961613064206,2.1562414665977934,0.6289394046811921,4.022987223789717,6.339627503814567,5.489901101861802,normal
