Image,mean_y,mean_u,mean_v,std_y,std_u,std_v,skew_y,skew_u,skew_v,label
AES1,40.074273422010634,-0.7517663302588029,10.373683284817222,83.22565081077863,1.6491023565080525,20.787640054917308,1.6487945726319897,-2.5205516708780586,1.6510360254323098,abnormal
AET1,67.71101369826098,2.154372835225642,21.56953984322602,102.16817721544413,3.7400118688513118,32.03753285852011,0.8829084173017163,1.4818603824856198,0.9205578007333983,abnormal
AEU1,52.158222627172094,0.31025185238286573,11.709060403165685,95.07064867657148,1.4766433577738658,20.96136436539355,1.3154450118566912,0.9381601455643579,1.3400611480331694,abnormal
AEV1,49.46967194935648,-2.9148283683484744,16.414642734020113,89.16532614666102,5.562535108724412,28.715325174489497,1.300722584678965,-1.8420685600972324,1.3209160054334654,normal
AEW1,49.49989567691254,-0.8110893577681738,13.614082237749383,93.68677572777013,2.067304637033222,25.089198208922635,1.4033996404169082,-2.84689490062044,1.4270272859210655,normal
AEX1,65.01952710688592,-1.069105432195595,15.033892769243256,106.2888191041452,2.865897379278274,23.87508015712402,1.057514888050269,-2.7856634535651814,1.063900650541123,abnormal
AEY1,49.44560331460632,-0.9513292393569824,14.110464556934641,92.85421221579625,1.9395409754011526,25.785767956881436,1.386031917064772,-2.1133207324629155,1.4030064646815477,abnormal
AFA1,46.06985328271389,1.0563155805776672,13.107341185098903,91.63873235288756,2.4291114945058307,25.555378304522822,1.5277215331914535,2.339922987569617,1.564069847162748,abnormal
AFB1,66.57192536284577,0.44327455079841427,17.525375117413564,105.88377696361582,1.2684950687793306,27.593250618195487,0.9826801563416689,1.813813623949205,1.0120905032783531,abnormal
AFC1,33.80399794460458,-1.4826233279024097,11.281136692150225,76.61456592684243,3.3746550057640015,24.35972192876395,1.9104019737351592,-2.2936141407386517,1.9234006272706352,normal
AFE1,39.41468318166208,0.8048614726419424,11.279750901442306,86.80466786087382,1.9682985925201837,24.66762130434483,1.7735588720695026,2.2732001702165334,1.8127130030794933,normal
AFH1,66.25243559901236,2.341351825842698,21.04940695895657,101.78859341490556,3.8487842282032907,31.85432744201678,0.9183482833384642,1.2971947214934225,0.9501383646201154,normal
AFI1,28.870934833954735,0.9214375652475514,11.189686256828233,66.54191060110432,2.296743057172788,25.195273801986318,1.9468753267677823,2.4004687678657826,1.968414004045942,normal
AFJ1,24.284941148879142,-0.7669066337719291,9.006138188352825,64.2463364125325,2.0190004819045106,22.61524479098293,2.3737181878436497,-2.8916243871431533,2.3805550625331575,normal
AFK1,68.00650459827582,-1.509468342348073,18.558244650495684,105.0285845086204,2.594977846626582,28.24458976538963,0.9167370143768576,-1.5208658368300778,0.9306028459895103,normal
AFL1,28.224979020024275,-0.567143583131067,6.550888425364077,76.0145166323541,1.6940216918685,17.00169352013587,2.3948365218045673,-3.5358536969231142,2.391584978972573,normal
AGA1,29.873825722021664,-1.384030527978338,10.98745528730445,72.01389761218977,3.5077717221394455,25.785918736482767,2.06410657171736,-2.5766409649492794,2.0878319121299667,normal
AGB1,51.060106586084906,-3.895289911556602,20.722532340801887,85.15697415689247,6.546205077727994,33.57762692480912,1.1193304394067085,-1.335013247113617,1.1220233602868213,normal
